,brand,fuel_type,transmission_type,price_USD,mileage_kkm,year_made,engine_size
39185,35,5,1,8000,148,2011,1.4
39186,60,5,1,5900,189,2010,1.4
39187,84,0,1,10500,181,2016,2.0
39188,6,0,0,12800,145,2011,2.0
39189,116,5,1,8700,122,2009,1.6
39190,90,3,1,2300,200,1995,2.2
39191,46,3,0,7800,206,2007,1.8
39195,35,5,1,8200,180,2012,1.6
39197,20,5,1,5200,204,2007,1.8
39198,106,5,0,17100,123,2015,2.5
39199,72,5,0,15500,155,2013,2.5
39200,101,0,1,9600,221,2012,1.6
39201,83,5,1,3500,276,2001,1.0
39202,83,0,1,4600,322,2003,2.2
39203,81,5,4,16100,94,2017,2.5
39204,19,3,1,4100,195,2007,2.0
39205,38,3,1,5500,157,2013,1.5
39206,116,5,3,12300,130,2012,2.5
39207,20,5,1,5200,140,2012,1.0
39208,116,0,1,7999,240,2008,1.9
39209,84,5,0,6000,280,2005,2.95
39210,74,0,1,4800,290,2000,2.2
39211,90,0,1,4000,406,2003,1.5
39212,49,5,0,18700,109,2018,2.0
39213,116,0,1,13500,276,2015,1.6
39214,60,0,2,11500,137,2014,1.6
39215,23,3,1,5400,200,2007,1.6
39216,117,0,1,8100,241,2011,1.6
39217,49,5,1,4000,181,2006,1.6
39218,74,0,0,7350,326,2005,2.2
39221,90,0,1,7300,190,2013,1.5
39222,60,5,0,6500,177,2008,2.0
39223,101,5,1,8500,268,2008,1.8
39224,103,0,0,5000,170,2006,0.8
39225,90,0,1,9700,294,2014,1.5
39226,116,3,1,3500,2,1992,1.8
39227,83,0,1,3700,280,1998,2.0
39229,116,5,1,10300,125,2016,1.6
39230,81,0,1,9899,240,2009,1.5
39231,90,0,1,12300,144,2017,1.5
39232,19,3,1,5500,85,2013,1.5
39233,90,5,1,6299,101,2008,1.4
39234,90,3,1,5700,258,2006,1.6
39235,106,5,4,18000,60,2016,2.0
39236,72,5,4,6700,144,2006,1.6
39237,20,5,1,5300,200,2007,1.8
39238,116,5,0,15900,145,2013,1.8
39239,90,1,0,15800,36,2018,0.0
39240,84,5,0,10700,98,2014,1.2
39241,22,0,1,3350,298,1999,1.9
39242,78,5,0,15900,121,2013,3.0
39243,35,5,0,11700,208,2015,2.5
39244,116,5,0,10900,113,2014,1.8
39245,116,5,0,17500,177,2012,3.6
39246,90,3,1,3200,320,1997,1.6
39247,128,5,1,2600,270,2009,1.6
39248,49,0,1,7125,222,2011,1.6
39249,83,0,1,7500,247,2012,1.7
39250,20,3,1,8000,50,2014,1.4
39251,20,3,1,3250,325,2006,1.5
39252,22,0,1,6900,360,2007,1.6
39254,112,0,1,7600,260,2007,2.2
39256,46,5,1,4750,200,2007,1.3
39257,83,0,1,3900,360,2001,2.2
39258,116,0,1,6600,260,2001,2.5
39259,83,0,1,6700,270,2009,1.7
39260,99,0,1,6200,254,2010,1.6
39261,84,5,1,5700,218,2008,1.6
39262,90,5,1,5650,123,2010,1.1
39263,20,3,1,7300,124,2008,2.0
39264,81,5,1,8500,223,2007,1.6
39266,60,0,1,12000,200,2010,1.7
39267,116,0,1,9500,211,2011,1.6
39268,101,0,1,10999,218,2010,2.0
39269,128,5,1,2800,305,2007,1.6
39270,27,0,1,1400,150,1997,1.2
39271,19,3,1,3100,105,2008,1.3
39272,116,5,1,2900,250,1989,1.6
39273,35,5,1,5950,194,2007,1.6
39274,6,5,0,16900,181,2012,2.0
39275,116,5,0,4400,170,1997,1.8
39278,81,5,0,17100,60,2018,2.5
39279,90,0,1,16400,195,2015,1.6
39280,90,0,4,11200,148,2014,1.5
39281,72,5,0,7750,130,2008,2.0
39282,128,3,1,2600,203,2006,1.5
39283,46,3,1,3750,330,1993,2.0
39284,11,0,0,17200,250,2010,3.0
39285,90,0,1,6300,242,2010,1.5
39286,72,5,1,10950,95,2012,2.0
39287,116,0,0,8000,215,2008,2.5
39288,32,0,1,5700,249,2013,1.3
39289,35,5,1,5450,184,2003,1.6
39290,49,3,1,5500,139,2006,1.4
39291,11,3,1,3299,462,1997,2.0
39292,90,5,0,5900,73,2005,1.6
39293,127,3,1,4000,130,2013,1.6
39294,117,5,3,5700,310,2001,2.9
39295,11,0,1,9700,262,2010,2.0
39296,90,5,1,4750,127,2008,1.2
39297,25,3,1,3700,193,2008,1.5
39299,90,5,1,4600,112,2006,1.4
39300,74,5,0,8000,350,2003,5.0
39301,46,0,0,14500,195,2012,2.2
39302,78,3,0,11500,160,2007,3.0
39303,11,5,0,10000,232,2005,3.0
39304,101,0,0,11800,304,2010,2.0
39305,35,5,0,8000,120,2014,2.0
39306,101,0,0,8700,240,2010,2.0
39307,6,0,0,20000,210,2012,2.0
39308,6,0,0,10000,299,2008,2.7
39310,60,5,0,11300,134,2016,2.4
39311,11,5,0,17900,168,2012,2.0
39312,11,0,0,12750,128,2013,2.0
39313,116,5,0,8500,174,2011,2.0
39314,35,4,0,13850,167,2015,2.0
39315,60,5,1,12000,43,2017,1.6
39316,130,5,1,3150,39,1967,1.2
39317,106,5,1,20700,39,2017,2.0
39318,84,0,1,5400,265,2007,1.6
39319,46,5,0,15000,52,2018,2.0
39320,106,5,4,13000,113,2015,2.5
39321,22,0,1,16000,249,2016,2.0
39323,106,5,0,12500,111,2014,2.5
39324,128,5,1,1400,99,1992,1.1
39325,38,3,1,9500,27,2017,1.5
39326,116,5,0,12000,80,2014,2.5
39327,83,0,1,9000,450,2006,1.9
39328,117,0,0,13500,245,2009,2.4
39329,49,5,1,7200,223,2004,2.0
39330,11,0,0,15900,230,2013,2.0
39331,46,5,0,13000,61,2016,2.0
39332,74,5,0,25000,128,2011,4.7
39333,60,3,1,6600,193,2008,1.6
39334,83,3,1,4900,180,2008,1.4
39335,35,5,1,6800,155,2010,1.6
39336,81,0,0,13990,110,2013,2.0
39337,83,3,1,4300,365,1999,1.6
39338,35,5,0,9700,66,2010,2.5
39339,72,0,1,5000,188,2004,2.0
39340,112,5,0,10700,240,2010,2.5
39342,81,5,1,3500,321,1996,1.6
39343,112,0,0,42900,210,2014,4.5
39344,101,5,1,7300,173,2010,1.6
39345,101,5,1,9300,84,2007,1.6
39346,78,3,0,6700,295,2004,3.5
39347,11,3,0,8500,310,2000,3.0
39348,116,0,0,11500,335,2011,2.0
39349,49,3,0,11400,210,2006,2.7
39350,128,3,1,1494,19,1998,1.5
39351,81,5,1,12000,147,2013,1.6
39352,84,0,3,11000,210,2011,1.6
39353,128,3,1,3200,176,2006,1.5
39354,78,3,1,7700,176,2008,2.0
39355,116,0,1,5450,242,2001,1.9
39356,35,0,1,7300,210,2009,2.0
39357,35,5,0,15750,122,2013,3.5
39358,112,0,1,10600,178,2013,2.0
39359,101,5,1,4900,130,2005,1.6
39360,90,0,1,9300,187,2013,1.6
39361,25,3,1,2900,233,1997,1.5
39362,90,0,1,12400,76,2015,1.5
39363,130,3,1,2000,120,2002,1.2
39364,60,5,0,14250,101,2012,2.4
39366,83,3,1,3750,246,1998,2.0
39367,11,3,1,3100,355,1996,1.8
39368,72,0,1,5500,315,2002,2.0
39369,90,0,3,11100,186,2007,2.5
39370,22,5,2,6500,84,2012,1.0
39371,11,3,1,4550,350,1991,2.0
39372,11,5,0,15399,228,2013,2.0
39373,46,0,1,5200,249,2005,1.7
39374,20,5,1,6399,149,2007,1.8
39375,116,0,0,12768,251,2013,2.0
39376,81,3,4,8899,177,2008,2.5
39377,83,0,1,4600,280,2001,2.2
39378,49,5,0,13500,94,2010,2.0
39379,116,0,1,8500,200,2013,1.6
39380,74,0,1,11700,283,2008,2.1
39381,128,5,1,2750,186,2011,1.6
39383,83,5,1,850,30,1987,1.3
39384,35,0,1,8000,189,2009,1.8
39385,90,0,1,8200,360,2004,2.5
39386,90,3,1,4600,284,2003,1.4
39387,81,5,0,19500,28,2017,2.0
39388,22,0,1,7200,250,2012,1.6
39390,49,5,0,14200,106,2017,2.4
39393,101,0,1,4900,140,2007,1.4
39394,78,5,1,4700,270,2003,1.6
39395,49,0,1,11100,109,2013,1.7
39396,116,5,1,5200,217,2003,2.0
39397,116,0,0,6700,270,2008,2.0
39398,72,5,1,5199,173,2005,2.0
39399,116,5,1,6400,251,2007,1.4
39400,20,1,4,19800,110,2018,0.0
39401,83,0,1,1700,300,1986,1.6
39402,6,5,1,5800,164,1999,1.6
39403,74,0,1,11000,350,2006,2.1
39404,83,5,1,3150,219,2001,1.0
39405,23,5,1,5650,91,2009,1.4
39408,101,3,1,5499,241,2006,1.6
39409,84,5,1,5299,189,2007,1.8
39410,20,3,1,5400,191,2008,1.5
39411,6,5,4,7500,248,2003,2.4
39412,74,0,1,6400,405,2003,2.2
39414,25,3,1,3050,180,2002,1.3
39415,116,5,0,10000,101,2012,1.4
39416,105,0,1,11300,129,2012,2.0
39417,112,5,0,7700,185,2007,2.0
39418,81,5,4,9599,184,2010,1.6
39420,116,0,0,10500,230,2012,2.0
39421,81,3,0,12300,249,2013,3.5
39422,112,0,0,27999,234,2008,4.5
39423,128,3,1,1800,31,1998,1.5
39424,28,5,0,21900,130,2016,3.6
39425,83,0,1,7500,255,2011,1.7
39427,78,3,1,2000,240,1986,1.8
39428,81,1,4,10300,54,2014,0.0
39429,11,3,1,4900,480,1996,2.8
39430,38,3,1,5100,144,2012,1.8
39431,101,0,0,9400,251,2011,1.6
39432,60,5,0,19990,32,2019,1.6
39433,101,0,1,7200,264,2009,1.9
39434,117,3,1,1800,450,1986,2.3
39436,60,2,0,14900,150,2016,2.0
39437,130,3,1,1000,160,2004,1.2
39441,81,1,0,10000,123,2013,0.0
39442,101,5,1,5800,187,2011,1.2
39443,90,5,1,4750,185,2006,1.4
39444,23,5,1,4500,168,2010,1.2
39445,11,5,0,51900,63,2017,3.0
39446,116,5,1,7700,257,2009,2.0
39447,35,5,0,13199,127,2015,2.0
39448,81,3,0,6750,163,2007,1.6
39449,101,5,1,5300,146,2005,1.6
39450,116,5,1,16500,35,2017,1.8
39451,101,5,1,4700,220,2002,2.0
39452,78,5,1,11000,124,1996,3.0
39453,83,5,1,4300,174,2003,0.97
39454,84,0,1,6200,160,2009,1.6
39455,116,5,1,6400,210,2003,2.0
39456,83,0,1,9400,260,2011,2.0
39457,81,0,4,21500,92,2016,1.6
39458,51,5,0,26000,127,2016,3.5
39459,49,5,1,7800,131,2011,1.6
39460,20,3,1,4500,301,2007,1.8
39461,11,5,3,14000,250,2012,2.0
39462,117,0,0,17500,260,2011,2.4
39463,84,0,0,7900,250,2011,1.6
39464,35,5,1,8800,164,2015,2.0
39467,99,5,1,8888,170,2007,2.0
39468,128,5,1,2556,49,2008,1.6
39469,11,3,0,9500,287,2005,2.5
39470,90,3,1,4700,258,2011,1.4
39472,116,5,1,5600,224,2005,1.6
39473,101,5,1,3650,234,2002,1.4
39475,101,3,1,5400,190,2014,1.0
39476,116,3,1,3600,160,1994,1.8
39477,19,5,1,3200,90,2007,1.6
39478,116,5,1,6800,208,2005,1.6
39479,90,3,1,6500,164,2008,2.0
39480,128,5,1,4700,67,2011,1.6
39481,35,5,1,5000,171,2005,1.4
39483,84,5,1,4100,276,2008,1.4
39484,22,0,1,5800,301,2008,1.6
39486,116,5,0,8600,225,2009,1.8
39487,69,4,0,22500,85,2017,2.0
39488,81,3,1,6200,220,2003,2.0
39489,6,0,0,5300,400,2004,2.5
39490,35,5,0,15200,55,2017,1.5
39491,83,5,1,5100,235,2005,1.8
39492,6,5,1,2399,267,1992,2.0
39494,128,3,1,2650,124,2005,1.5
39495,25,3,1,2400,207,2006,1.3
39496,111,1,0,119500,22,2020,0.0
39497,116,0,0,12900,322,2006,3.0
39498,81,3,4,7600,187,2002,3.5
39499,83,0,1,9200,243,2015,1.6
39501,128,5,1,3650,127,2008,1.6
39503,74,0,0,15250,280,2010,2.1
39504,35,5,0,15550,73,2017,1.5
39505,25,3,1,2500,280,2005,1.3
39506,72,5,1,4500,300,2003,2.0
39507,6,5,0,12000,186,2011,2.0
39508,116,0,0,14500,183,2015,2.0
39509,35,0,1,5200,182,2006,1.6
39510,11,5,3,5500,485,1997,3.5
39511,46,5,0,10000,216,2007,2.4
39513,116,5,0,11250,155,2014,1.8
39514,90,0,0,17400,169,2017,1.6
39516,101,0,1,9099,270,2011,1.6
39518,74,5,0,17500,130,2012,1.8
39519,84,5,1,3300,148,2002,2.0
39520,11,5,0,20500,157,2012,3.0
39522,46,5,0,10000,180,2007,3.5
39523,112,5,1,6999,225,2007,2.0
39524,20,5,1,4000,150,2006,1.5
39525,78,5,4,8400,94,2008,2.0
39526,116,3,1,7700,165,2012,1.6
39527,101,5,1,4650,209,2001,1.4
39528,60,4,0,11749,118,2012,2.4
39529,11,5,0,15500,94,2013,2.0
39530,11,0,1,6500,171,2000,2.9
39531,130,5,1,1650,85,2004,1.2
39532,83,0,1,10800,175,2012,2.0
39533,38,3,0,7999,90,2014,2.4
39534,46,5,1,7400,163,2007,1.8
39535,32,5,1,8600,90,2015,1.4
39536,6,5,1,3500,251,1992,2.0
39537,116,5,1,5600,280,2005,1.6
39538,106,5,0,9900,118,2009,2.5
39539,35,5,1,9500,102,2012,1.6
39541,116,3,0,10999,117,2015,2.0
39542,101,5,1,4400,320,2002,1.4
39543,49,3,1,8800,200,2007,2.0
39544,35,0,1,7100,263,2008,1.8
39545,83,0,1,8500,185,2012,1.7
39546,130,3,1,1500,196,2005,1.1
39548,90,0,1,4950,185,2008,1.5
39550,72,5,3,13990,186,2012,2.0
39551,81,5,1,4750,200,2002,2.0
39552,116,0,1,2200,259,1992,1.6
39553,108,5,0,23800,78,2019,1.5
39554,20,3,0,4400,240,2006,2.49
39555,20,5,1,4899,100,2009,1.6
39556,11,5,0,25500,63,2016,2.0
39557,116,5,1,4500,203,2002,1.6
39558,49,5,0,11700,70,2016,2.4
39559,72,5,1,9500,41,2006,1.8
39560,19,5,1,3400,133,2008,1.6
39561,49,3,1,2300,33,1997,1.3
39562,20,3,0,6500,170,2009,2.5
39563,116,5,0,10800,70,2017,1.4
39564,74,0,1,12300,570,2006,2.1
39565,116,5,0,13700,102,2016,1.8
39566,90,0,1,6200,170,2009,1.5
39567,22,0,1,4650,300,2005,2.0
39568,83,0,1,9900,143,2015,1.6
39569,57,5,0,13900,29,2015,2.4
39570,81,3,0,8200,152,2005,3.5
39571,60,0,0,9200,110,2008,2.0
39572,6,5,3,8499,196,2007,3.1
39573,101,5,1,5650,165,2008,1.4
39574,49,2,0,17700,153,2017,2.0
39575,81,5,1,6550,179,2008,1.6
39576,78,5,2,4750,110,2006,1.3
39577,81,0,0,7800,150,2007,2.0
39579,11,5,0,15750,198,2011,3.0
39580,133,3,1,2700,2,1949,1.5
39581,20,3,0,5999,122,2007,2.5
39582,90,0,1,7990,133,2012,1.5
39583,32,5,1,4400,105,2010,1.2
39584,35,4,0,10500,209,2012,2.0
39585,35,0,3,9700,60,2013,2.0
39586,35,5,1,5300,122,2006,1.8
39587,20,3,0,6000,163,2007,1.8
39588,35,5,1,6200,170,2013,1.2
39589,77,5,0,10300,110,2011,1.6
39590,51,5,0,12000,240,2006,3.5
39591,112,0,1,9800,200,2008,2.0
39592,116,0,1,8190,243,2008,2.0
39593,90,0,0,8100,253,2011,1.5
39594,68,5,1,3500,153,2012,1.3
39595,112,5,0,11900,40,2012,1.6
39596,116,5,1,7600,205,2011,1.2
39597,74,0,0,21000,170,2011,3.0
39598,129,5,1,2450,200,1960,2.4
39599,1,5,0,21900,76,2015,3.5
39600,90,0,1,8000,340,2007,2.0
39601,112,5,0,11900,40,2012,1.6
39602,116,5,1,7600,205,2011,1.2
39603,74,0,0,21000,170,2011,3.0
39604,129,5,1,2450,200,1960,2.4
39605,1,5,0,21900,76,2015,3.5
39606,90,0,1,8000,340,2007,2.0
39607,90,0,1,7500,192,2011,2.0
39608,22,0,1,3249,220,2006,1.9
39609,83,5,1,4199,207,2002,1.6
39610,81,5,1,5600,210,2007,1.6
39611,106,5,0,8000,240,2006,3.0
39613,20,3,1,6400,167,2008,1.8
39614,84,3,1,3990,300,2001,1.8
39615,128,5,1,1100,214,2003,1.5
39616,25,5,1,2700,133,2007,1.5
39617,25,3,1,2700,200,2008,1.5
39619,101,5,1,11200,210,2014,1.4
39621,101,5,1,11200,210,2014,1.4
39622,69,5,0,27500,17,2019,2.0
39624,67,4,0,18500,169,2013,2.5
39625,90,0,0,5000,370,2006,2.2
39626,35,5,0,21500,97,2015,2.3
39627,116,0,0,16800,150,2008,3.0
39628,116,5,1,9500,206,2011,1.4
39631,6,5,1,5800,166,2002,1.6
39632,116,5,0,10700,189,2010,2.0
39633,90,0,1,6900,147,2013,1.5
39634,90,5,1,6250,209,2010,1.6
39635,25,3,1,1900,350,2004,1.3
39636,20,5,1,5400,135,2008,1.5
39638,130,3,1,4500,180,2015,1.5
39639,11,0,0,11000,435,2004,3.0
39641,35,5,1,5600,136,2006,1.6
39642,22,0,1,5300,173,2007,1.6
39643,112,5,0,13500,250,2006,2.7
39644,81,1,0,7200,82,2012,0.0
39646,20,3,1,5500,177,2010,1.5
39648,28,3,0,7250,194,2008,2.0
39649,23,5,1,4650,165,2009,1.4
39650,11,0,1,4800,352,2001,2.0
39651,128,3,1,1550,215,1990,1.5
39652,2,0,1,9800,167,2015,1.3
39653,35,0,1,6700,212,2007,1.6
39654,11,0,0,12950,300,2006,3.0
39655,72,5,0,13800,36,2016,2.0
39656,83,0,1,5500,174,2011,1.3
39657,105,0,0,7400,287,2008,2.7
39658,38,5,1,2650,77,2008,1.5
39659,83,0,1,6400,250,2010,1.7
39660,99,0,0,7600,320,2007,2.0
39661,116,0,0,9999,150,2011,2.0
39663,112,4,0,42700,30,2019,3.5
39664,35,5,0,12500,101,2016,2.5
39665,112,0,0,35500,146,2011,4.5
39666,20,3,1,6800,90,2007,1.6
39667,116,0,1,11199,230,2012,2.0
39668,83,0,0,7350,189,2010,1.9
39669,49,5,0,10550,240,2013,2.4
39671,128,5,1,2500,200,2001,1.6
39672,35,5,1,6550,113,2011,1.4
39673,20,3,1,4200,137,2004,1.7
39674,74,0,0,57000,168,2016,3.0
39675,20,3,1,5990,196,2007,1.6
39676,101,5,1,6200,201,2010,1.2
39677,11,5,0,22000,140,2013,3.0
39678,98,5,0,10900,85,2013,2.5
39679,83,3,1,3600,310,1999,1.8
39680,20,3,1,5300,230,2008,1.6
39681,128,5,1,950,100,1994,1.5
39682,90,5,1,7100,141,2010,1.6
39683,35,0,1,6100,200,2009,1.6
39684,23,3,1,6400,114,2012,1.6
39685,128,5,1,2300,190,2008,1.6
39686,25,3,1,2900,262,2005,1.5
39687,49,0,1,9450,176,2015,1.6
39688,130,5,1,2099,133,2010,1.3
39689,108,3,0,7700,200,2006,2.0
39690,83,3,1,8500,198,2009,1.6
39691,22,0,1,7699,85,2013,1.6
39692,112,5,0,23500,170,2015,3.5
39693,81,5,4,11900,123,2012,2.0
39694,101,5,1,8999,210,2008,1.8
39695,116,0,1,11400,324,2011,2.0
39696,112,3,1,3000,280,1993,1.3
39697,35,0,0,7500,255,2008,2.0
39698,19,3,1,4500,134,2013,1.5
39700,116,0,0,12500,180,2005,4.9
39701,128,5,1,2550,112,2005,1.6
39702,11,5,3,19900,142,2011,3.0
39703,112,3,0,22000,37,2018,2.5
39704,72,3,1,5200,170,2003,2.0
39705,128,3,1,1600,150,2001,1.5
39706,81,1,0,9900,100,2014,0.0
39707,6,5,0,27300,77,2016,2.0
39708,83,0,1,1300,180,1991,1.7
39710,128,3,1,3100,200,2005,1.6
39711,90,5,1,8000,91,2010,1.6
39713,116,0,1,4500,307,1999,1.9
39714,35,5,0,2400,313,1995,2.9
39715,74,5,0,7900,260,2002,2.4
39716,35,5,0,23150,62,2015,2.7
39717,116,5,1,9500,177,2011,1.8
39718,84,5,1,4400,300,2006,2.0
39719,42,5,1,8000,71,2011,2.0
39720,112,5,0,15200,119,2017,2.5
39722,6,0,0,24000,233,2012,3.0
39723,108,5,1,4200,168,2009,1.0
39725,116,3,1,8300,192,2011,1.6
39726,35,0,1,9600,202,2016,1.6
39727,11,3,3,10900,300,2005,4.4
39729,22,0,1,6600,219,2011,1.6
39730,35,5,1,9000,124,2013,1.0
39732,35,0,1,6100,195,2008,1.6
39733,46,5,0,10800,204,2008,2.0
39734,128,3,1,2700,305,2001,1.5
39735,101,5,1,4150,261,2003,1.2
39736,60,3,1,8200,152,2011,1.4
39737,90,5,1,5999,168,2011,1.2
39738,6,0,1,3500,355,1996,2.5
39739,49,3,0,7800,212,2004,2.7
39740,28,0,0,9350,179,2007,2.8
39741,81,5,0,12350,60,2013,1.6
39743,116,5,1,7500,133,2015,1.2
39744,25,3,1,2500,220,2006,1.3
39745,116,0,0,12700,247,2014,2.0
39746,35,5,1,8200,43,2016,1.2
39747,11,5,0,42000,53,2017,3.0
39748,116,5,1,9500,215,2010,2.0
39749,22,5,2,4699,173,2003,1.6
39750,20,3,1,6500,297,2006,2.0
39751,101,0,1,10899,251,2010,2.0
39752,99,0,1,6600,220,2010,1.2
39753,116,3,1,2850,250,1994,1.8
39754,128,3,1,3750,180,2010,1.6
39755,20,5,1,4500,388,2007,1.6
39756,116,5,0,6300,324,2004,2.8
39757,90,3,1,1000,492,1993,1.72
39758,35,3,1,2999,42,1991,1.6
39759,74,0,0,8200,367,2003,2.1
39760,81,1,0,12700,64,2017,0.0
39762,90,5,1,4999,189,2006,1.6
39763,128,5,1,2700,13,1995,1.7
39764,72,5,3,9000,60,2012,2.0
39765,49,5,1,6450,280,2010,1.4
39766,64,0,1,5800,250,2000,2.0
39767,130,5,1,650,15,1979,1.2
39768,128,5,1,3900,91,2010,1.6
39770,83,5,1,5800,92,2002,1.8
39772,83,5,1,6300,170,2006,1.8
39774,60,0,1,5900,330,2002,2.9
39775,49,0,0,11300,176,2008,2.2
39777,117,3,0,12500,270,2005,2.5
39778,116,0,1,7999,265,2008,1.9
39779,90,0,1,12500,170,2016,1.6
39780,90,5,1,4200,350,2001,1.6
39782,21,3,0,12500,198,2008,3.5
39783,128,3,1,2700,237,2007,1.6
39784,116,5,0,12200,56,2015,1.8
39785,6,0,0,17500,210,2006,3.0
39786,84,5,1,6500,166,2011,2.0
39787,84,0,1,9400,210,2010,2.2
39788,128,5,1,2500,10,1986,1.3
39789,74,3,0,9100,220,2004,3.7
39790,11,0,1,9200,213,2011,2.0
39791,106,5,4,13600,160,2014,2.5
39792,72,5,0,6400,195,2007,2.0
39793,101,5,1,4800,123,2003,1.4
39794,103,5,0,5800,104,2009,1.0
39796,101,5,1,4350,209,2007,1.2
39797,90,0,2,8200,231,2010,1.5
39798,83,5,0,8300,191,2008,2.2
39799,83,0,1,9499,212,2012,2.0
39800,112,5,1,6050,160,2013,1.3
39801,101,5,1,9299,148,2012,1.8
39803,67,3,0,23500,180,2007,4.7
39804,74,0,0,5000,300,2001,2.2
39805,35,5,0,16500,6,2019,2.5
39806,11,3,0,12500,328,2003,4.6
39807,35,5,0,11700,240,2012,1.6
39808,81,3,4,16590,59,2016,2.5
39809,35,4,0,16000,352,2012,2.0
39810,116,0,1,6600,419,1997,1.9
39811,74,0,1,2300,415,1987,2.0
39812,11,5,0,32999,167,2012,4.4
39813,83,0,1,14700,134,2014,2.0
39814,72,3,1,3300,386,1995,2.0
39815,83,3,1,3250,20,1996,1.8
39816,6,5,0,13800,163,2011,2.0
39817,67,5,0,5800,275,1999,3.0
39818,81,5,1,9200,213,2007,2.0
39819,116,0,0,21999,197,2011,3.0
39820,90,0,2,9000,144,2014,1.5
39821,74,3,0,7000,300,1997,3.2
39822,90,0,1,3650,200,1998,2.8
39823,20,5,1,4850,220,2006,1.5
39824,83,0,1,8800,157,2012,1.3
39825,78,5,1,6300,115,2007,1.6
39826,101,5,1,5050,145,2008,1.2
39827,32,5,1,3800,184,2006,1.2
39828,130,5,1,5000,75,2011,1.5
39829,105,0,0,7600,237,2005,2.7
39830,101,5,1,4888,228,2007,1.4
39831,128,3,1,2500,220,2005,1.5
39832,90,0,1,5700,220,2011,1.5
39833,112,0,0,32700,87,2013,3.0
39834,11,5,3,30000,122,2010,3.0
39835,101,3,1,6000,100,2010,1.4
39836,74,0,1,5600,337,2003,2.2
39837,22,0,1,10100,235,2008,2.2
39838,116,5,0,11300,55,2015,2.0
39839,76,3,3,7800,160,2012,1.8
39840,128,3,1,2300,95,1992,1.5
39841,90,0,1,8600,281,2014,2.3
39842,116,0,1,8700,197,2008,1.9
39844,112,5,0,27999,91,2017,2.5
39845,60,3,1,5000,220,2009,1.4
39849,22,0,1,5500,240,2007,1.6
39850,49,5,0,17700,91,2017,2.4
39851,60,5,1,6300,173,2007,1.6
39852,112,4,0,38000,10,2019,2.5
39853,128,3,1,1650,111,2000,1.5
39854,74,0,1,11300,471,2006,2.7
39855,46,3,1,8750,250,2007,2.4
39856,101,5,1,5200,93,2009,1.2
39857,116,0,1,3900,540,1999,1.9
39858,106,5,0,11000,40,2019,2.0
39860,11,0,1,7100,210,2001,3.0
39861,20,3,0,4900,97,2004,1.8
39862,74,0,0,18000,224,2008,3.0
39863,101,5,1,6300,197,2007,1.8
39864,101,0,1,5400,218,2009,1.4
39865,108,3,0,9300,160,2008,2.4
39866,90,0,0,5900,182,2008,1.9
39867,116,5,1,2700,350,1994,1.8
39868,72,5,0,34000,2,2019,2.5
39869,77,5,0,9400,159,2013,1.6
39870,116,3,1,2900,380,1994,2.8
39871,35,5,0,11250,115,2016,2.5
39872,116,3,1,3900,400,1996,1.6
39873,72,3,0,6800,170,2007,2.0
39874,74,0,0,4850,271,2002,2.2
39875,101,5,1,15800,120,2013,1.8
39876,74,0,0,4300,317,1996,3.0
39877,90,0,1,14000,230,2012,2.0
39878,74,3,3,13500,198,2010,3.0
39879,84,0,1,12900,287,2016,3.0
39880,81,5,4,16500,14,2017,2.0
39882,35,3,1,5800,290,2008,1.6
39883,116,0,0,37950,117,2015,3.0
39884,116,3,1,9500,176,2007,2.0
39885,116,0,0,24500,92,2016,2.0
39887,35,3,1,7500,240,2007,2.0
39888,83,5,1,7000,119,2006,1.6
39889,11,0,0,9000,258,2003,3.0
39890,11,0,0,9000,258,2003,3.0
39891,99,5,1,9450,63,2011,1.2
39892,64,0,0,13000,320,2008,2.7
39893,74,5,0,65000,65,2017,3.0
39894,35,5,0,26400,84,2017,2.3
39895,81,3,0,5999,253,2008,1.6
39896,60,5,0,14999,140,2014,2.4
39897,128,5,1,3100,130,2002,1.5
39898,116,5,0,10900,87,2016,1.4
39899,112,5,0,57700,14,2020,3.5
39900,101,0,0,8750,226,2009,2.0
39901,116,0,1,7999,198,2010,1.6
39902,74,3,0,17000,347,2014,2.0
39903,83,5,1,5600,189,2005,1.6
39904,23,5,1,9300,151,2012,1.6
39905,116,0,0,40900,166,2016,3.0
39906,35,3,1,1300,250,1988,1.98
39907,20,5,1,4700,160,2007,1.5
39908,90,0,1,3300,330,2004,1.5
39909,116,0,1,7500,269,2008,2.0
39910,116,3,1,5999,4,2009,2.0
39911,99,0,1,11500,220,2013,2.0
39912,83,3,1,6450,175,2012,1.6
39913,22,0,2,6100,266,2008,1.6
39914,11,5,0,15350,261,2012,2.0
39915,116,5,1,5200,230,2001,1.4
39916,90,0,1,4350,313,2004,1.9
39917,72,0,1,8999,159,2010,2.2
39918,112,0,0,22000,235,2008,3.0
39919,20,3,1,4950,165,2008,1.6
39920,128,3,1,2000,350,2002,1.5
39921,32,0,1,9200,60,2017,1.3
39922,51,0,0,19000,89,2014,2.1
39923,81,3,0,7999,197,2004,2.5
39924,74,0,3,17895,180,2007,2.99
39927,128,3,1,5155,66,2013,1.6
39928,74,0,0,14900,220,2011,2.1
39929,74,0,1,5800,314,2000,2.2
39930,116,3,1,4800,300,2007,1.4
39931,28,0,1,5900,262,2002,2.5
39932,81,5,4,23000,83,2018,3.5
39933,128,5,1,1300,80,1991,1.3
